IS_거래수,IS_t통계량,IS_t_raw,IS_손절폭%,IS_손익비중앙,IS_기대값R,IS_승률,IS_PF,IS_수익률,IS_MDD,IS_CAGR,IS_최대연속손실,IS_require_sweep,IS_setup_valid_bars,IS_fvg_max_age_bars,IS_fvg_pre_mss_bars,IS_ltf_swing,IS_htf_swing,IS_sl_buffer_atr,IS_tf_pair,OOS_거래수,OOS_t통계량,OOS_t_raw,OOS_손절폭%,OOS_손익비중앙,OOS_기대값R,OOS_승률,OOS_PF,OOS_수익률,OOS_MDD,OOS_CAGR,OOS_최대연속손실
185,1.7953750936701443,1.7953750936701443,0.6982827753690751,5.213004532740966,0.4236245604751865,25.945945945945947,1.5064011189896491,101.46998967161363,-36.543375933142904,37.989110385783405,15,False,20,40,0,"[3, 3]","[3, 3]",0.25,"['4h', '1h']",148,1.918148015251095,1.918148015251095,0.7789867587291474,3.9949930390004873,0.4513868084298286,30.405405405405407,1.4986031668501276,83.87014091029465,-16.483651378984,52.2326242262539,12
185,1.7953750936701443,1.7953750936701443,0.6982827753690751,5.213004532740966,0.4236245604751865,25.945945945945947,1.5064011189896491,101.46998967161363,-36.543375933142904,37.989110385783405,15,False,20,40,6,"[3, 3]","[3, 3]",0.25,"['4h', '1h']",148,1.918148015251095,1.918148015251095,0.7789867587291474,3.9949930390004873,0.4513868084298286,30.405405405405407,1.4986031668501276,83.87014091029465,-16.483651378984,52.2326242262539,12
185,1.7953750936701443,1.7953750936701443,0.6982827753690751,5.213004532740966,0.4236245604751865,25.945945945945947,1.5064011189896491,101.46998967161363,-36.543375933142904,37.989110385783405,15,False,80,40,6,"[3, 3]","[3, 3]",0.25,"['4h', '1h']",148,1.918148015251095,1.918148015251095,0.7789867587291474,3.9949930390004873,0.4513868084298286,30.405405405405407,1.4986031668501276,83.87014091029465,-16.483651378984,52.2326242262539,12
185,1.7953750936701443,1.7953750936701443,0.6982827753690751,5.213004532740966,0.4236245604751865,25.945945945945947,1.5064011189896491,101.46998967161363,-36.543375933142904,37.989110385783405,15,False,20,40,3,"[3, 3]","[3, 3]",0.25,"['4h', '1h']",148,1.918148015251095,1.918148015251095,0.7789867587291474,3.9949930390004873,0.4513868084298286,30.405405405405407,1.4986031668501276,83.87014091029465,-16.483651378984,52.2326242262539,12
185,1.7953750936701443,1.7953750936701443,0.6982827753690751,5.213004532740966,0.4236245604751865,25.945945945945947,1.5064011189896491,101.46998967161363,-36.543375933142904,37.989110385783405,15,False,40,40,0,"[3, 3]","[3, 3]",0.25,"['4h', '1h']",148,1.918148015251095,1.918148015251095,0.7789867587291474,3.9949930390004873,0.4513868084298286,30.405405405405407,1.4986031668501276,83.87014091029465,-16.483651378984,52.2326242262539,12
185,1.7953750936701443,1.7953750936701443,0.6982827753690751,5.213004532740966,0.4236245604751865,25.945945945945947,1.5064011189896491,101.46998967161363,-36.543375933142904,37.989110385783405,15,False,80,40,3,"[3, 3]","[3, 3]",0.25,"['4h', '1h']",148,1.918148015251095,1.918148015251095,0.7789867587291474,3.9949930390004873,0.4513868084298286,30.405405405405407,1.4986031668501276,83.87014091029465,-16.483651378984,52.2326242262539,12
185,1.7953750936701443,1.7953750936701443,0.6982827753690751,5.213004532740966,0.4236245604751865,25.945945945945947,1.5064011189896491,101.46998967161363,-36.543375933142904,37.989110385783405,15,False,80,40,0,"[3, 3]","[3, 3]",0.25,"['4h', '1h']",148,1.918148015251095,1.918148015251095,0.7789867587291474,3.9949930390004873,0.4513868084298286,30.405405405405407,1.4986031668501276,83.87014091029465,-16.483651378984,52.2326242262539,12
185,1.7953750936701443,1.7953750936701443,0.6982827753690751,5.213004532740966,0.4236245604751865,25.945945945945947,1.5064011189896491,101.46998967161363,-36.543375933142904,37.989110385783405,15,False,40,40,3,"[3, 3]","[3, 3]",0.25,"['4h', '1h']",148,1.918148015251095,1.918148015251095,0.7789867587291474,3.9949930390004873,0.4513868084298286,30.405405405405407,1.4986031668501276,83.87014091029465,-16.483651378984,52.2326242262539,12
185,1.7953750936701443,1.7953750936701443,0.6982827753690751,5.213004532740966,0.4236245604751865,25.945945945945947,1.5064011189896491,101.46998967161363,-36.543375933142904,37.989110385783405,15,False,40,40,6,"[3, 3]","[3, 3]",0.25,"['4h', '1h']",148,1.918148015251095,1.918148015251095,0.7789867587291474,3.9949930390004873,0.4513868084298286,30.405405405405407,1.4986031668501276,83.87014091029465,-16.483651378984,52.2326242262539,12
190,1.7265220499178922,1.7265220499178922,0.6968048008649178,4.764969407931399,0.3641219175018747,26.842105263157894,1.3879054648308031,79.66048695260272,-26.4730686545385,30.909532135557384,18,False,40,40,0,"[3, 3]","[2, 2]",0.25,"['4h', '1h']",160,1.3220759037471153,1.3220759037471153,0.6950489664229993,3.882755778736145,0.2519555299346311,29.375,1.2695639055611427,43.0030681319916,-12.810421433316021,27.992746572657445,10
